Blocks:
<block:agricraft:crop>, tile.agricraft:crop.name
<block:storagedrawersunlimited:trim_quark_yellow_stained_wood>, Trim
<block:storagedrawersunlimited:trim_tropicraft_bamboo>, Trim
<block:storagenetwork:controller>, Controller
<block:storagenetwork:ex_kabel>, Storage Export Cable
<block:storagenetwork:im_kabel>, Storage Import Cable
<block:storagenetwork:inventory>, Storage Inventory
<block:storagenetwork:kabel>, Storage Cable
<block:storagenetwork:master>, Storage Network Master
<block:storagenetwork:process_kabel>, Processing Cable
<block:storagenetwork:request>, Storage Request Table
<block:storagenetwork:simple_kabel>, Simple Cable
<block:storagenetwork:storage_kabel>, Storage Link Cable
<block:tconstruct:blood>, fluid.blood.name
<block:tconstruct:blueslime>, Liquid Blue Slime
<block:tconstruct:brownstone>, tile.tconstruct.brownstone.name
<block:tconstruct:brownstone_slab>, tile.tconstruct.brownstone_slab.name
<block:tconstruct:brownstone_slab2>, tile.tconstruct.brownstone_slab2.name
<block:tconstruct:brownstone_stairs_brick>, Brownstone Bricks Stairs
<block:tconstruct:brownstone_stairs_brick_cracked>, Cracked Brownstone Bricks Stairs
<block:tconstruct:brownstone_stairs_brick_fancy>, Fancy Brownstone Bricks Stairs
<block:tconstruct:brownstone_stairs_brick_small>, Small Brownstone Bricks Stairs
<block:tconstruct:brownstone_stairs_brick_square>, Square Brownstone Bricks Stairs
<block:tconstruct:brownstone_stairs_brick_triangle>, Triangle Brownstone Bricks Stairs
<block:tconstruct:brownstone_stairs_creeper>, Brownstone Creeperface Stairs
<block:tconstruct:brownstone_stairs_paver>, Brownstone Paver Stairs
<block:tconstruct:brownstone_stairs_road>, Brownstone Road Stairs
<block:tconstruct:brownstone_stairs_rough>, Rough Brownstone Stairs
<block:tconstruct:brownstone_stairs_smooth>, Smooth Brownstone Stairs
<block:tconstruct:brownstone_stairs_tile>, Brownstone Tile Stairs
<block:tconstruct:casting>, tile.tconstruct.casting.name
<block:tconstruct:channel>, Casting Channel
<block:tconstruct:clear_glass>, Clear Glass
<block:tconstruct:clear_stained_glass>, tile.tconstruct.clear_stained_glass.name
<block:tconstruct:deco_ground>, tile.tconstruct.deco_ground.name
<block:tconstruct:deco_ground_slab>, tile.tconstruct.deco_ground_slab.name
<block:tconstruct:dried_brick_stairs>, Dried Bricks Stairs
<block:tconstruct:dried_clay>, tile.tconstruct.dried_clay.name
<block:tconstruct:dried_clay_slab>, tile.tconstruct.dried_clay_slab.name
<block:tconstruct:dried_clay_stairs>, Dried Clay Stairs
<block:tconstruct:faucet>, Seared Faucet
<block:tconstruct:firewood>, tile.tconstruct.firewood.name
<block:tconstruct:firewood_slab>, tile.tconstruct.firewood_slab.name
<block:tconstruct:firewood_stairs>, Firewood Stairs
<block:tconstruct:glow>, Glow
<block:tconstruct:lavawood_stairs>, Lavawood Stairs
<block:tconstruct:metal>, tile.tconstruct.metal.name
<block:tconstruct:milk>, Milk
<block:tconstruct:molten_alubrass>, Molten Aluminum Brass
<block:tconstruct:molten_aluminum>, Molten Aluminum
<block:tconstruct:molten_ardite>, Molten Ardite
<block:tconstruct:molten_brass>, Molten Brass
<block:tconstruct:molten_bronze>, Molten Bronze
<block:tconstruct:molten_clay>, Molten Clay
<block:tconstruct:molten_cobalt>, Molten Cobalt
<block:tconstruct:molten_copper>, Molten Copper
<block:tconstruct:molten_dirt>, Liquid Dirt
<block:tconstruct:molten_electrum>, Molten Electrum
<block:tconstruct:molten_emerald>, Molten Emerald
<block:tconstruct:molten_glass>, Molten Glass
<block:tconstruct:molten_gold>, Molten Gold
<block:tconstruct:molten_iron>, Molten Iron
<block:tconstruct:molten_knightslime>, Molten Knightslime
<block:tconstruct:molten_lead>, Molten Lead
<block:tconstruct:molten_manyullyn>, Molten Manyullyn
<block:tconstruct:molten_nickel>, Molten Nickel
<block:tconstruct:molten_obsidian>, Molten Obsidian
<block:tconstruct:molten_pigiron>, Molten Pigiron
<block:tconstruct:molten_silver>, Molten Silver
<block:tconstruct:molten_steel>, Molten Steel
<block:tconstruct:molten_stone>, Seared Stone
<block:tconstruct:molten_tin>, Molten Tin
<block:tconstruct:molten_zinc>, Molten Zinc
<block:tconstruct:mudbrick_stairs>, Mud Bricks Stairs
<block:tconstruct:ore>, tile.tconstruct.ore.name
<block:tconstruct:punji>, Punji Sticks
<block:tconstruct:purpleslime>, Liquid Purple Slime
<block:tconstruct:rack>, tile.tconstruct.rack.name
<block:tconstruct:seared>, tile.tconstruct.seared.name
<block:tconstruct:seared_furnace_controller>, Seared Furnace Controller
<block:tconstruct:seared_glass>, tile.tconstruct.seared_glass.name
<block:tconstruct:seared_slab>, tile.tconstruct.seared_slab.name
<block:tconstruct:seared_slab2>, tile.tconstruct.seared_slab2.name
<block:tconstruct:seared_stairs_brick>, Seared Bricks Stairs
<block:tconstruct:seared_stairs_brick_cracked>, Cracked Seared Bricks Stairs
<block:tconstruct:seared_stairs_brick_fancy>, Fancy Seared Bricks Stairs
<block:tconstruct:seared_stairs_brick_small>, Small Seared Bricks Stairs
<block:tconstruct:seared_stairs_brick_square>, Square Seared Bricks Stairs
<block:tconstruct:seared_stairs_brick_triangle>, Triangle Seared Bricks Stairs
<block:tconstruct:seared_stairs_cobble>, Seared Cobblestone Stairs
<block:tconstruct:seared_stairs_creeper>, Seared Creeperface Stairs
<block:tconstruct:seared_stairs_paver>, Seared Paver Stairs
<block:tconstruct:seared_stairs_road>, Seared Road Stairs
<block:tconstruct:seared_stairs_stone>, Seared Stone Stairs
<block:tconstruct:seared_stairs_tile>, Seared Tile Stairs
<block:tconstruct:seared_tank>, tile.tconstruct.seared_tank.name
<block:tconstruct:slime>, tile.tconstruct.slime.name
<block:tconstruct:slime_channel>, tile.tconstruct.slime_channel.name
<block:tconstruct:slime_congealed>, tile.tconstruct.slime_congealed.name
<block:tconstruct:slime_dirt>, tile.tconstruct.slime_dirt.name
<block:tconstruct:slime_grass>, tile.tconstruct.slime_grass.name
<block:tconstruct:slime_grass_tall>, tile.tconstruct.slime_grass_tall.name
<block:tconstruct:slime_leaves>, tile.tconstruct.slime_leaves.name
<block:tconstruct:slime_sapling>, tile.tconstruct.slime_sapling.oak.name
<block:tconstruct:slime_vine_blue>, Blue Slimy Vine
<block:tconstruct:slime_vine_blue_end>, Blue Slimy Vine
<block:tconstruct:slime_vine_blue_mid>, Blue Slimy Vine
<block:tconstruct:slime_vine_purple>, Purple Slimy Vine
<block:tconstruct:slime_vine_purple_end>, Purple Slimy Vine
<block:tconstruct:slime_vine_purple_mid>, Purple Slimy Vine
<block:tconstruct:smeltery_controller>, Smeltery Controller
<block:tconstruct:smeltery_io>, tile.tconstruct.smeltery_io.name
<block:tconstruct:soil>, tile.tconstruct.soil.name
<block:tconstruct:stone_ladder>, Stone Ladder
<block:tconstruct:stone_torch>, Stone Torch
<block:tconstruct:tinker_tank_controller>, Tinker Tank Controller
<block:tconstruct:toolforge>, Tool Forge
<block:tconstruct:tooltables>, tile.tconstruct.tooltables.name
<block:tconstruct:wood_rail>, Wooden Rail
<block:tconstruct:wood_rail_trapdoor>, Wooden Rail with a Trapdoor
<block:tconstruct:wooden_hopper>, Wooden Hopper
<block:tektopia:chair>, Chair
<block:toughasnails:campfire>, Campfire
<block:toughasnails:purified_water>, tile.null.name
<block:toughasnails:rain_collector>, Rain Collector
<block:toughasnails:temperature_coil>, tile.temperature_coil.name
<block:twilightforest:aurora_block>, Aurora Block
<block:twilightforest:aurora_pillar>, Aurora Pillar
<block:twilightforest:aurora_slab>, Aurora Slab
<block:twilightforest:auroralized_glass>, Auroralized Glass
<block:twilightforest:block_storage>, tile.twilightforest.BlockOfStorage.name
<block:twilightforest:boss_spawner>, tile.twilightforest.BossSpawner.name
<block:twilightforest:burnt_thorns>, Burnt Thorns
<block:twilightforest:canopy_button>, Canopy Button
<block:twilightforest:canopy_door>, item.twilightforest.CanopyDoor.name
<block:twilightforest:canopy_doubleslab>, Canopy Slab
<block:twilightforest:canopy_fence>, Canopy Fence
<block:twilightforest:canopy_gate>, Canopy Gate
<block:twilightforest:canopy_planks>, Canopy Planks
<block:twilightforest:canopy_plate>, Canopy Pressure Plate
<block:twilightforest:canopy_slab>, Canopy Slab
<block:twilightforest:canopy_stairs>, Canopy Stairs
<block:twilightforest:canopy_trapdoor>, Canopy Trapdoor
<block:twilightforest:castle_brick>, tile.twilightforest.CastleBrick.name
<block:twilightforest:castle_door>, tile.twilightforest.CastleDoor.name
<block:twilightforest:castle_door_vanished>, tile.twilightforest.CastleDoorVanished.name
<block:twilightforest:castle_pillar>, tile.twilightforest.CastlePillar.name
<block:twilightforest:castle_rune_brick>, tile.twilightforest.CastleMagic.name
<block:twilightforest:castle_stairs>, tile.twilightforest.CastleStairs.name
<block:twilightforest:castle_stairs_brick>, Castle Brick Stairs
<block:twilightforest:castle_stairs_cracked>, Cracked Castle Brick Stairs
<block:twilightforest:castle_stairs_mossy>, Mossy Castle Brick Stairs
<block:twilightforest:castle_stairs_worn>, Worn Castle Brick Stairs
<block:twilightforest:castle_unlock>, tile.twilightforest.CastleUnlock.name
<block:twilightforest:cicada>, Cicada
<block:twilightforest:cinder_furnace>, Cinder Furnace [NYI]
<block:twilightforest:cinder_furnace_lit>, tile.twilightforest.CinderFurnaceLit.name
<block:twilightforest:cinder_log>, Cinder Log [NYI]
<block:twilightforest:dark_button>, Darkwood Button
<block:twilightforest:dark_door>, item.twilightforest.DarkDoor.name
<block:twilightforest:dark_doubleslab>, Darkwood Slab
<block:twilightforest:dark_fence>, Darkwood Fence
<block:twilightforest:dark_gate>, Darkwood Gate
<block:twilightforest:dark_leaves>, Darkwood Leaves
<block:twilightforest:dark_planks>, Darkwood Planks
<block:twilightforest:dark_plate>, Darkwood Pressure Plate
<block:twilightforest:dark_slab>, Darkwood Slab
<block:twilightforest:dark_stairs>, Darkwood Stairs
<block:twilightforest:dark_trapdoor>, Darkwood Trapdoor
<block:twilightforest:deadrock>, tile.twilightforest.Deadrock.name
<block:twilightforest:double_aurora_slab>, tile.twilightforest.AuroraDoubleSlab.name
<block:twilightforest:etched_nagastone>, Etched Nagastone
<block:twilightforest:etched_nagastone_mossy>, Mossy Etched Nagastone
<block:twilightforest:etched_nagastone_weathered>, Ruined Etched Nagastone
<block:twilightforest:experiment_115>, tile.twilightforest.experiment115.name
<block:twilightforest:fiery_essence>, tile.twilightforest.fiery_essence.name
<block:twilightforest:fire_jet>, tile.twilightforest.FireJet.name
<block:twilightforest:firefly>, Firefly
<block:twilightforest:firefly_jar>, Firefly Jar
<block:twilightforest:fluffy_cloud>, Fluffy Cloud
<block:twilightforest:force_field>, tile.twilightforest.ForceField.name
<block:twilightforest:giant_cobblestone>, Giant Cobblestone
<block:twilightforest:giant_leaves>, Giant Leaves
<block:twilightforest:giant_log>, Giant Log
<block:twilightforest:giant_obsidian>, Giant Obsidian
<block:twilightforest:hedge>, tile.twilightforest.Hedge.name
<block:twilightforest:huge_lilypad>, Huge Lily Pad
<block:twilightforest:huge_mushgloom>, Huge Mushgloom
<block:twilightforest:huge_stalk>, Huge Stalk
<block:twilightforest:huge_waterlily>, Huge Water Lily
<block:twilightforest:iron_ladder>, Iron Ladder
<block:twilightforest:knightmetal_block>, Block of Knightmetal
<block:twilightforest:lapis_block>, Block Of Lapis [NYI]
<block:twilightforest:magic_leaves>, tile.twilightforest.MagicLeaves.name
<block:twilightforest:magic_log>, tile.twilightforest.MagicLog.name
<block:twilightforest:magic_log_core>, tile.twilightforest.MagicLogSpecial.name
<block:twilightforest:mangrove_button>, Mangrove Button
<block:twilightforest:mangrove_door>, item.twilightforest.MangroveDoor.name
<block:twilightforest:mangrove_doubleslab>, Mangrove Slab
<block:twilightforest:mangrove_fence>, Mangrove Fence
<block:twilightforest:mangrove_gate>, Mangrove Gate
<block:twilightforest:mangrove_planks>, Mangrove Planks
<block:twilightforest:mangrove_plate>, Mangrove Pressure Plate
<block:twilightforest:mangrove_slab>, Mangrove Slab
<block:twilightforest:mangrove_stairs>, Mangrove Stairs
<block:twilightforest:mangrove_trapdoor>, Mangrove Trapdoor
<block:twilightforest:maze_stone>, tile.twilightforest.Mazestone.name
<block:twilightforest:mine_button>, Minewood Button
<block:twilightforest:mine_door>, item.twilightforest.MineDoor.name
<block:twilightforest:mine_doubleslab>, Minewood Slab
<block:twilightforest:mine_fence>, Minewood Fence
<block:twilightforest:mine_gate>, Minewood Gate
<block:twilightforest:mine_planks>, Minewood Planks
<block:twilightforest:mine_plate>, Minewood Pressure Plate
<block:twilightforest:mine_slab>, Minewood Slab
<block:twilightforest:mine_stairs>, Minewood Stairs
<block:twilightforest:mine_trapdoor>, Minewood Trapdoor
<block:twilightforest:miniature_structure>, tile.twilightforest.MiniatureStructure.name
<block:twilightforest:molten_fierymetal>, tile.twilightforest.fierymetal.name
<block:twilightforest:molten_knightmetal>, tile.twilightforest.knightmetal.name
<block:twilightforest:moonworm>, Moonworm
<block:twilightforest:naga_stone>, tile.twilightforest.Nagastone.name
<block:twilightforest:nagastone_pillar>, Nagastone Pillar
<block:twilightforest:nagastone_pillar_mossy>, Mossy Nagastone Pillar
<block:twilightforest:nagastone_pillar_weathered>, Ruined Nagastone Pillar
<block:twilightforest:nagastone_stairs>, tile.twilightforest.NagastoneStairs.name
<block:twilightforest:nagastone_stairs_mossy>, tile.twilightforest.NagastoneStairsMossy.name
<block:twilightforest:nagastone_stairs_weathered>, tile.twilightforest.NagastoneStairsWeathered.name
<block:twilightforest:root>, tile.twilightforest.Roots.name
<block:twilightforest:slider>, tile.twilightforest.Slider.name
<block:twilightforest:sort_button>, Sortingwood Button
<block:twilightforest:sort_door>, item.twilightforest.SortDoor.name
<block:twilightforest:sort_doubleslab>, Sortingwood Slab
<block:twilightforest:sort_fence>, Sortingwood Fence
<block:twilightforest:sort_gate>, Sortingwood Gate
<block:twilightforest:sort_planks>, Sortingwood Planks
<block:twilightforest:sort_plate>, Sortingwood Pressure Plate
<block:twilightforest:sort_slab>, Sortingwood Slab
<block:twilightforest:sort_stairs>, Sortingwood Stairs
<block:twilightforest:sort_trapdoor>, Sortingwood Trapdoor
<block:twilightforest:spiral_bricks>, Spiral Stone Bricks
<block:twilightforest:stone_twist>, tile.twilightforest.StonePillar.name
<block:twilightforest:stone_twist_thin>, tile.twilightforest.StonePillarThin.name
<block:twilightforest:stronghold_shield>, Stronghold Shield
<block:twilightforest:terrorcotta_circle>, Terrorcotta (Circular)
<block:twilightforest:terrorcotta_diagonal>, Terrorcotta (Diagonal)
<block:twilightforest:thorn_rose>, Thorn Rose
<block:twilightforest:thorns>, tile.twilightforest.Thorns.name
<block:twilightforest:time_button>, Timewood Button
<block:twilightforest:time_door>, item.twilightforest.TimeDoor.name
<block:twilightforest:time_doubleslab>, Timewood Slab
<block:twilightforest:time_fence>, Timewood Fence
<block:twilightforest:time_gate>, Timewood Gate
<block:twilightforest:time_planks>, Timewood Planks
<block:twilightforest:time_plate>, Timewood Pressure Plate
<block:twilightforest:time_slab>, Timewood Slab
<block:twilightforest:time_stairs>, Timewood Stairs
<block:twilightforest:time_trapdoor>, Timewood Trapdoor
<block:twilightforest:tower_device>, tile.twilightforest.TowerDevice.name
<block:twilightforest:tower_translucent>, tile.twilightforest.TowerTranslucent.name
<block:twilightforest:tower_wood>, tile.twilightforest.TowerStone.name
<block:twilightforest:trans_button>, Transwood Button
<block:twilightforest:trans_door>, item.twilightforest.TransDoor.name
<block:twilightforest:trans_doubleslab>, Transwood Slab
<block:twilightforest:trans_fence>, Transwood Fence
<block:twilightforest:trans_gate>, Transwood Gate
<block:twilightforest:trans_planks>, Transwood Planks
<block:twilightforest:trans_plate>, Transwood Pressure Plate
<block:twilightforest:trans_slab>, Transwood Slab
<block:twilightforest:trans_stairs>, Transwood Stairs
<block:twilightforest:trans_trapdoor>, Transwood Trapdoor
<block:twilightforest:trollber>, Trollber
<block:twilightforest:trollsteinn>, Trollsteinn
<block:twilightforest:trollvidr>, Trollvidr
<block:twilightforest:trophy>, tile.skull.skeleton.name
<block:twilightforest:trophy_pedestal>, tile.twilightforest.TrophyPedestal.name
<block:twilightforest:twilight_leaves>, tile.twilightforest.Leaves.name
<block:twilightforest:twilight_leaves_3>, tile.twilightforest.Leaves3.name
<block:twilightforest:twilight_log>, tile.twilightforest.Log.name
<block:twilightforest:twilight_oak_button>, Twilight Oak Button
<block:twilightforest:twilight_oak_door>, item.twilightforest.TwilightOakDoor.name
<block:twilightforest:twilight_oak_doubleslab>, Twilight Oak Slab
<block:twilightforest:twilight_oak_fence>, Twilight Oak Fence
